0,1,1
1,0,1
2,1,0
3,1,1
4,0,1
5,0,1
6,0,0
7,1,0
8,0,0
9,0,0
10,1,0
11,1,0
12,1,0
13,0,0
14,1,1
15,0,0
16,1,0
17,1,0
18,1,0
19,0,0
20,0,0
21,1,1
22,1,0
23,1,1
24,0,1
25,1,0
26,0,0
27,1,0
28,0,0
29,0,1
30,0,0
31,1,0
32,0,1
33,1,1
34,1,0
35,1,0
36,0,1
37,0,0
38,1,0
39,1,1
40,0,0
41,1,0
42,0,1
43,0,0
44,1,0
45,0,0
46,0,0
47,1,0
48,0,0
49,0,0
50,1,1
51,1,1
52,1,0
53,0,0
54,1,0
55,1,1
56,1,0
57,1,0
58,1,1
59,0,0
60,0,0
61,0,1
62,0,0
63,1,1
64,0,0
65,1,0
66,1,0
67,0,0
68,1,1
69,1,0
70,0,0
71,1,1
72,0,0
73,0,1
74,1,0
75,0,1
76,0,1
77,0,1
78,0,0
79,1,1
80,0,1
81,1,0
82,1,0
83,1,0
84,0,0
85,1,0
86,1,1
87,1,0
88,0,1
89,0,1
90,1,1
91,0,0
92,1,1
93,1,0
94,1,1
95,0,0
96,0,1
97,1,0
98,0,0
99,0,0
100,1,0
101,0,1
102,0,0
103,1,0
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,1
110,0,0
111,0,1
112,1,1
113,0,0
114,1,0
115,0,1
116,0,1
117,1,1
118,0,1
119,0,1
120,1,0
121,1,0
122,1,0
123,0,0
124,0,1
125,1,0
126,0,1
127,0,1
128,1,0
129,1,0
130,0,1
131,1,0
132,0,0
133,1,1
134,1,0
135,0,1
136,1,1
137,1,0
138,0,1
139,1,0
140,0,1
141,1,1
142,0,1
143,1,0
144,0,0
145,1,0
146,1,0
147,1,0
148,0,0
149,1,0
150,0,1
151,0,1
152,0,1
153,0,1
154,1,0
155,1,0
156,0,0
157,0,1
158,1,0
159,0,0
160,0,1
161,1,0
162,1,1
163,0,0
164,1,0
165,0,0
166,0,0
167,1,0
168,1,0
169,1,1
170,0,1
171,0,1
172,0,0
173,1,1
174,1,1
175,1,0
176,1,0
177,0,1
178,1,0
179,0,1
180,0,1
181,0,0
182,1,0
183,1,1
184,1,0
185,0,0
186,0,0
187,0,1
188,1,1
189,1,0
190,1,0
191,1,0
192,1,0
193,0,0
194,0,1
195,0,0
196,0,0
197,1,0
198,1,0
199,1,1
200,0,0
201,1,0
202,1,0
203,1,1
204,1,0
205,1,0
206,1,0
207,1,1
208,0,0
209,0,0
210,0,1
211,0,1
212,0,1
213,1,0
214,0,1
215,1,0
216,0,1
217,0,0
218,1,0
219,0,0
220,0,1
221,0,1
222,0,1
223,0,1
224,0,1
225,1,1
226,1,0
227,1,0
228,0,0
229,0,1
230,0,1
231,0,0
232,0,0
233,1,0
234,1,0
235,0,0
236,0,0
237,1,1
238,0,1
239,0,0
240,0,0
241,0,1
242,1,0
243,0,0
244,0,0
245,0,1
246,0,0
247,0,0
248,0,0
249,0,0
250,1,0
251,0,0
252,1,0
253,1,0
254,0,0
255,0,1
256,1,1
257,0,0
258,0,1
259,0,1
260,1,0
261,0,0
262,0,0
263,1,1
264,0,1
265,1,1
266,0,0
267,0,0
268,1,0
269,1,1
270,1,1
271,0,0
272,1,0
273,1,1
274,1,0
275,1,0
276,1,1
277,0,1
278,0,0
279,1,0
280,0,1
281,0,1
282,1,0
283,0,1
284,0,1
285,1,0
286,1,0
287,0,1
288,1,0
289,1,0
290,1,0
291,0,0
292,0,0
293,1,1
294,0,0
295,0,1
296,0,1
297,1,0
298,0,1
299,0,1
300,0,0
301,1,0
302,1,1
303,0,1
304,0,1
305,1,0
306,1,0
307,0,1
308,0,0
309,1,0
310,1,1
311,0,1
312,0,0
313,0,1
314,0,1
315,0,0
316,1,0
317,0,0
318,0,0
319,1,0
320,0,1
321,0,1
322,0,1
323,0,1
324,0,0
325,1,0
326,0,1
327,0,0
328,1,0
329,0,1
330,0,0
331,0,0
332,1,0
333,1,0
334,0,0
335,1,0
336,1,0
337,1,0
338,0,0
339,1,0
340,0,1
341,0,0
342,0,0
343,1,0
344,1,0
345,0,0
346,1,0
347,0,1
348,0,1
349,1,0
350,1,1
351,1,0
352,1,1
353,1,1
354,1,0
355,0,0
356,1,1
357,0,0
358,0,1
359,1,1
360,0,0
361,0,1
362,1,0
363,0,1
364,0,0
365,1,0
366,0,1
367,0,0
368,0,1
369,0,0
370,1,1
371,0,0
372,1,1
373,1,0
374,0,1
375,0,0
376,1,0
377,0,1
378,1,0
379,0,0
380,1,1
381,0,0
382,1,0
383,1,1
384,1,1
385,1,1
386,0,1
387,0,1
388,1,0
389,0,1
390,1,0
391,1,1
392,0,1
393,0,0
394,1,1
395,1,0
396,0,0
397,0,0
398,0,0
399,1,0
400,0,0
401,1,1
402,1,0
403,1,1
404,0,1
405,1,1
406,0,1
407,1,1
408,0,1
409,1,1
410,0,1
411,1,0
412,1,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,1
418,1,0
419,1,0
420,1,1
421,1,0
422,0,0
423,1,0
424,0,0
425,0,0
426,0,1
427,1,0
428,0,1
429,0,1
430,0,1
431,0,0
432,1,0
433,1,1
434,0,0
435,0,1
436,0,1
437,0,0
438,0,1
439,1,0
440,0,1
441,0,1
442,1,0
443,0,1
444,1,0
445,0,1
446,1,0
447,0,0
448,1,0
449,0,1
450,0,1
451,1,0
452,1,0
453,0,1
454,0,0
455,1,0
456,0,0
457,1,1
458,0,1
459,1,0
460,0,1
461,1,0
462,1,0
463,0,1
464,0,0
465,1,0
466,0,0
467,0,1
468,0,0
469,0,1
470,1,0
471,0,0
472,0,0
473,1,1
474,0,0
475,0,1
476,1,0
477,1,0
478,0,0
479,1,0
480,1,0
481,1,1
482,0,0
483,0,0
484,1,0
485,0,1
486,1,0
487,0,1
488,0,0
489,1,0
490,0,1
491,1,1
492,1,0
493,0,0
494,0,0
495,0,0
496,0,0
497,1,0
498,1,1
499,0,1
500,0,0
501,1,0
502,0,1
503,0,0
504,0,1
505,1,1
506,0,1
507,1,1
508,1,1
509,0,1
510,1,0
511,0,1
512,0,0
513,1,0
514,1,0
515,1,0
516,0,0
517,0,0
518,0,1
519,0,1
520,1,0
521,1,0
522,1,0
523,0,1
524,1,0
525,0,1
526,1,1
527,0,1
528,1,1
529,0,1
530,0,1
531,0,0
532,1,0
533,1,0
534,0,0
535,0,0
536,0,1
537,1,0
538,0,1
539,0,1
540,0,0
541,0,1
542,0,1
543,1,0
544,1,1
545,0,0
546,0,0
547,1,0
548,0,1
549,1,0
550,1,0
551,0,0
552,1,1
553,1,0
554,0,1
555,1,0
556,1,0
557,0,1
558,1,0
559,1,0
560,0,0
561,0,0
562,1,1
563,1,0
564,0,1
565,0,1
566,1,1
567,1,0
568,0,0
569,1,1
570,0,0
571,1,0
572,0,1
573,0,0
574,0,0
575,1,0
576,0,0
577,0,1
578,1,0
579,1,1
580,0,0
581,0,1
582,1,0
583,0,0
584,0,1
585,1,1
586,0,0
587,1,0
588,0,0
589,0,1
590,1,1
591,1,0
592,1,1
593,0,0
594,1,0
595,1,1
596,0,0
597,0,0
598,1,0
